ORGANISME,ANNÉE ATTRIBUTION,TYPE D'AIDE,BÉNÉFICIARE,DESCRIPTION PROJET;MONTANT ATTRIBUÉ
ADAMI,2016,diffusion du spectacle vivant,JEAN-SEBASTIEN BACH EN COMBRAILLES,Bach en Combrailles,6 000.00
ADAMI,2016,diffusion du spectacle vivant,LES AMIS DE LA MUSIQUE DU LUBERON ET DU PAYS D'AIX,FESTIVAL INTERNATIONAL DE QUATUORS A CORDES DU LUBERON,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ASSOCIATION ARTS MUSICA INTERNATIONAL,LES MUSICALES DE POMMIERS,6 000.00
ADAMI,2016,diffusion du spectacle vivant,FESTIVAL DE MUSIQUE DE CHAMBRE DU LARZAC,Festival et Rencontres de Musique de Chambre du Larzac,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MENS ALORS ! ASSOCIATION,FESTIVAL MENS ALORS 2016,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MUSICALARUE,Festival Musicalarue,10 000.00
ADAMI,2016,diffusion du spectacle vivant,DÉTOURS DU MONDE,Détours du Monde,7 000.00
ADAMI,2016,diffusion du spectacle vivant,FESTIVAL EN OTHE,FESTIVAL EN OTHE 2016,10 000.00
ADAMI,2016,diffusion du spectacle vivant,JAZZAMEZE,Festival de Thau 2016,6 000.00
ADAMI,2016,diffusion du spectacle vivant,L'EPHÉMÈRE,RENCONTRES BREL,6 000.00
ADAMI,2016,diffusion du spectacle vivant,REG@RTS,ELECTRO ALTERNATIV,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MIDI (MOUVEMENT INTERNATIONAL D'ICI),MIDI FESTIVAL,10 000.00
ADAMI,2016,diffusion du spectacle vivant,RUE TABAGA & COUVRE FEU,La Caravane de Couvre Feu,8 000.00
ADAMI,2016,diffusion du spectacle vivant,COMPAGNIE ISIS,FESTISIS,7 500.00
ADAMI,2016,diffusion du spectacle vivant,FIL EN TROPE,MIMA,6 000.00
ADAMI,2016,diffusion du spectacle vivant,JAZZ AU FIL DE L'OISE,jazz au fil de l'oise,10 000.00
ADAMI,2016,diffusion du spectacle vivant,D'JAZZ NEVERS,D'JAZZ NEVERS FESTIVAL,10 000.00
ADAMI,2016,diffusion du spectacle vivant,STRASS,JAZZEBRE,7 000.00
ADAMI,2016,diffusion du spectacle vivant,ARS MOBILIS,Les Solistes à Bagatelle,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MUSIQUE EN ROUE LIBRE,Festival Les Inouies,10 000.00
ADAMI,2016,diffusion du spectacle vivant,FESTIVAL BAROQUE DE PONTOISE/AOND,FESTIVAL BAROQUE DE PONTOISE,10 000.00
ADAMI,2016,diffusion du spectacle vivant,RESEAU CHAINON,Chainon Manquant,8 000.00
ADAMI,2016,diffusion du spectacle vivant,SONGO,Scopitone,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MUSIQUES DE NUIT DIFFUSION,FIFIB Musique & Cinéma,6 000.00
ADAMI,2016,diffusion du spectacle vivant,ROCK TIME ASSOCIATION,ROCK IN OPPOSITION,8 000.00
ADAMI,2016,diffusion du spectacle vivant,GIVE US A BREAK,Heart of Glass; Heart of Gold,8 000.00
ADAMI,2016,diffusion du spectacle vivant,COCONUT MUSIC,COCONUT MUSIC FESTIVAL 2016,7 000.00
ADAMI,2016,diffusion du spectacle vivant,L'AVANT-SCÈNE COGNAC,Coup de Chauffe 2016,8 000.00
ADAMI,2016,diffusion du spectacle vivant,COMPAGNIE THÉÂTRALE LE TEMPS DE VIVRE,Rumeurs Urbaines,7 000.00
ADAMI,2016,diffusion du spectacle vivant,VILLES DES MUSIQUES DU MONDE,Villes des Musiques du Monde,9 000.00
ADAMI,2016,diffusion du spectacle vivant,COOPÉRATIVE DE RUE ET DE CIRQUE,Village de Cirque,8 000.00
ADAMI,2016,diffusion du spectacle vivant,THÉÂTRE DU GRAIN,OBLIQUES - écritures scéniques du réel,6 000.00
ADAMI,2016,diffusion du spectacle vivant,THEATRE DE LA MARIONNETTE A PARIS,Les Scènes Ouvertes à l'Insolite,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ASSOCIATION POUR LA PROMOTION DE LA CULTURE ET DES ARTS - COMPAGNIE JAMES CARLÈS,Danses et Continents Noirs,10 000.00
ADAMI,2016,diffusion du spectacle vivant,DJAZ 51,REIMS JAZZ FESTIVAL,8 000.00
ADAMI,2016,diffusion du spectacle vivant,PENN AR JAZZ,ATLANTIQUE JAZZ FESTIVAL,6 000.00
ADAMI,2016,diffusion du spectacle vivant,OFFICINA ASSOCIATION - ATELIER MARSEILLAIS DE PRODUCTION,Dansem,8 000.00
ADAMI,2016,diffusion du spectacle vivant,JAZZ D'OR FESTIVAL,JAZZDOR STRASBOURG,8 000.00
ADAMI,2016,diffusion du spectacle vivant,BRETAGNE(S) WORLD SOUNDS,NOBORDER,6 000.00
ADAMI,2016,diffusion du spectacle vivant,LE MANS JAZZ FESTIVAL,SOBLUES FESTIVAL,7 000.00
ADAMI,2016,diffusion du spectacle vivant,3 POM PROD,WORLDSTOCK,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MUSIQUES D'AUJOURD'HUI AU PAYS DE LORIENT,Les IndisciplinéEs,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SINCHROMATIC,TRANSIENT FESTIVAL 2016,7 000.00
ADAMI,2016,diffusion du spectacle vivant,CHANTS-SONS ASSOCIATION,CHANT'APPART,10 000.00
ADAMI,2016,diffusion du spectacle vivant,LOUD & DUN,FESTIVAL TRANSFER,7 000.00
ADAMI,2016,diffusion du spectacle vivant,ASSOCIATION MUSIQUES AMPLIFIÉES AUX MARQUISATS D'ANNECY - LE BRISE GLACE,Hors-Pistes 2017,6 000.00
ADAMI,2016,diffusion du spectacle vivant,ASSOCIATION FRANCAISE POUR LE CIRQUE DE DEMAIN,FESTIVAL MONDIAL DU CIRQUE DE DEMAIN,10 000.00
ADAMI,2016,diffusion du spectacle vivant,NEWS TANK CULTURE,Think Culture,8 000.00
ADAMI,2016,diffusion du spectacle vivant,FEDERATION INTERNATIONALE DES MUSICIENS (F I M ),21e congrès de la FIM,10 000.00
ADAMI,2016,diffusion du spectacle vivant,ZOUAVE SPECTACLES,ARMAN MELIES,8 000.00
ADAMI,2016,diffusion du spectacle vivant,DECIBELS PRODUCTIONS,NAVII,6 000.00
ADAMI,2016,diffusion du spectacle vivant,BLEU CITRON PRODUCTIONS,IGIT,7 000.00
ADAMI,2016,diffusion du spectacle vivant,LIVING EN MARS,DR(DR)ONE,10 000.00
ADAMI,2016,diffusion du spectacle vivant,LIMOUZ'ART PRODUCTIONS,Gauvain Sers,10 000.00
ADAMI,2016,diffusion du spectacle vivant,BASE PRODUCTIONS,EQUIPE DE FOOT,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SOUND SURVEYOR,Julie Erikssen,6 500.00
ADAMI,2016,diffusion du spectacle vivant,MA CASE,JARDINS MIGRATEURS,8 000.00
ADAMI,2016,diffusion du spectacle vivant,LIVING EN MARS,ICOSAEDRE,8 000.00
ADAMI,2016,diffusion du spectacle vivant,OFF SHOOT,Superman noir,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SOFIA LABEL,PEAU NEUVE,10 000.00
ADAMI,2016,diffusion du spectacle vivant,FRENCH KEYS,Flash Pig,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ATTRAPE MOI SI TU PEUX,LILI STER,7 000.00
ADAMI,2016,diffusion du spectacle vivant,ROCK'N'CHAIR,DRUGSTORE,8 000.00
ADAMI,2016,diffusion du spectacle vivant,TOUTES VOIX DEHORS,So much more,6 000.00
ADAMI,2016,diffusion du spectacle vivant,LES PERCUSSIONS DE STRASBOURG,Burning Bright,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ACADÉMIE DU JAZZ,60 ans de l'Académie du Jazz,10 000.00
ADAMI,2016,diffusion du spectacle vivant,HUMANI THEATRE,ELECTRE,10 000.00
ADAMI,2016,diffusion du spectacle vivant,TEATRO PICARO,Prêt à partir,8 000.00
ADAMI,2016,diffusion du spectacle vivant,OGHMA,Les Plaideurs,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SIRBA OCTET,Tantz,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SPHERE FRANCE,KALIMBO; L'ENFANT D'UN ARBRE,9 000.00
ADAMI,2016,diffusion du spectacle vivant,A LA ZIM,KATÉ-MÉ,7 000.00
ADAMI,2016,diffusion du spectacle vivant,AFTER EFFECTS,DOOKOOM,8 000.00
ADAMI,2016,diffusion du spectacle vivant,AZIMUTH PRODUCTIONS,LA MAISON TELLIER,10 000.00
ADAMI,2016,diffusion du spectacle vivant,HELICO,Tigana Santana,7 000.00
ADAMI,2016,diffusion du spectacle vivant,CARTEL CONCERTS,ASM (A STATE OF MIND),8 000.00
ADAMI,2016,diffusion du spectacle vivant,BLEU CITRON PRODUCTIONS,GUTS,9 000.00
ADAMI,2016,diffusion du spectacle vivant,STUDIOS ACCORD,Sherazade & LavionRose,6 000.00
ADAMI,2016,diffusion du spectacle vivant,ZOUAVE SPECTACLES,BOULEVARD DES AIRS,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ASTERIOS SPECTACLES,Stuck in the Sound,10 000.00
ADAMI,2016,diffusion du spectacle vivant,ASTERIOS SPECTACLES,SAGE,9 000.00
ADAMI,2016,diffusion du spectacle vivant,SEVENTH RECORDS,LE TOUR SANS FIN EPOK II,9 000.00
ADAMI,2016,diffusion du spectacle vivant,PHAZZ PRODUCTION,ELECTROPHAZZ,5 400.00
ADAMI,2016,diffusion du spectacle vivant,LES SURPRISES,Les Éléments,8 000.00
ADAMI,2016,diffusion du spectacle vivant,LA CONTROVERSE,Les Maîtres du Monde,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MI-FUGUE MI-RAISON,MATTHIEU(X),8 500.00
ADAMI,2016,diffusion du spectacle vivant,GRAND DAD'S GARDEN,Laura Cahen,7 500.00
ADAMI,2016,diffusion du spectacle vivant,DIONYDIAC TOUR,DJ CLICK - LIVE BAND,7 000.00
ADAMI,2016,diffusion du spectacle vivant,COME ON TOUR,CITI KAY,8 000.00
ADAMI,2016,diffusion du spectacle vivant,AVENIR TOUT EN ART (ATEA) ASSOCIATION,Haïdouti Orkestar,8 000.00
ADAMI,2016,diffusion du spectacle vivant,ECHO PRODUCTIONS SARL,BIG RED,6 000.00
ADAMI,2016,diffusion du spectacle vivant,ARSENAL PRODUCTIONS SARL,ELMER FOOD BEAT - 'A poil les filles !',9 000.00
ADAMI,2016,diffusion du spectacle vivant,TONNE,AE-Les Années,10 000.00
ADAMI,2016,diffusion du spectacle vivant,COME ON TOUR,The Sunvizors,10 000.00
ADAMI,2016,diffusion du spectacle vivant,BOUM EVENTS,GASTON,6 000.00
ADAMI,2016,diffusion du spectacle vivant,SALAMAH,Balaphonics,7 000.00
ADAMI,2016,diffusion du spectacle vivant,METIOLA PRODUCTIONS,Vaudou Game,6 000.00
ADAMI,2016,diffusion du spectacle vivant,SOUND SURVEYOR,Laurent Coulondre Trio,8 000.00
ADAMI,2016,diffusion du spectacle vivant,OXYDE ASSOCIATION,Moutin Factory Quintet - tournée France-USA-Canada juillet à octobre 2016,10 000.00
ADAMI,2016,diffusion du spectacle vivant,GLI INCOGNITI,Sinfonias et concertos de Vivaldi,8 000.00
ADAMI,2016,diffusion du spectacle vivant,AMANI ET FRAMBOISE,L'Homme Oiseau et son Chimères Orchestra,9 000.00
ADAMI,2016,diffusion du spectacle vivant,LES AMIS DE LA CHAPELLE RHENANE,A Broken Consort,7 000.00
ADAMI,2016,diffusion du spectacle vivant,AMC & LES TONTONS TOURNEURS ASSOCIATION,GaBLé,9 000.00
ADAMI,2016,diffusion du spectacle vivant,ASSAHIRA,Service Public du divertissement - Nouveau spectacle de l'Impérial Kikiristan,7 000.00
ADAMI,2016,diffusion du spectacle vivant,DIONYSIAC TOUR,LA-33,10 000.00
ADAMI,2016,diffusion du spectacle vivant,EN MEME TEMPS,LES VIKINGS DE LA GUADELOUPE,10 000.00
ADAMI,2016,diffusion du spectacle vivant,SOUL CITY,PRIYER SI PRIYER,10 000.00
ADAMI,2016,diffusion du spectacle vivant,LAURENT CARRIER DIFFUSION,Leïla Martial - Baa Box,8 000.00
ADAMI,2016,diffusion du spectacle vivant,1001 PRODS RECORDS,Naâman - Rays of Resistance Tour,9 000.00
ADAMI,2016,diffusion du spectacle vivant,KLAKSON ASSOCIATION,GABRIEL SAGLIO ET LES VIEILLES PIES - spectacle 2016,9 000.00
ADAMI,2016,diffusion du spectacle vivant,PBOX,Les Escrocs,6 000.00
ADAMI,2016,diffusion du spectacle vivant,FURAX,Emily Loizeau,10 000.00
ADAMI,2016,diffusion du spectacle vivant,WART ASSOCIATION,MESPARROW,10 000.00
ADAMI,2016,diffusion du spectacle vivant,PYRPROD,TRYO,10 000.00
ADAMI,2016,diffusion du spectacle vivant,FLEURS NOIRES,A CONTRAFUEGO,9 000.00
ADAMI,2016,diffusion du spectacle vivant,HELICO,Lindigo connections,6 500.00
ADAMI,2016,diffusion du spectacle vivant,AGDL PRODUCTIONS,CAMP CLAUDE,9 000.00
ADAMI,2016,diffusion du spectacle vivant,INDE TIFOOA,XI LIEUX,9 000.00
ADAMI,2016,diffusion du spectacle vivant,PRINTEMPS COREEN,NANT/CO,6 500.00
ADAMI,2016,diffusion du spectacle vivant,COLD FAME RECORDS,Holy Two - Tournée d'automne 2016,7 000.00
ADAMI,2016,diffusion du spectacle vivant,AGDL PRODUCTIONS,HEYMOONSHAKER,10 000.00
ADAMI,2016,diffusion du spectacle vivant,PREMIER JOUR,Elysian Fields - Ghosts of No,7 500.00
ADAMI,2016,diffusion du spectacle vivant,CITY MUSIC PRODUCTIONS,The Song Is You,9 000.00
ADAMI,2016,diffusion du spectacle vivant,LMD PRODUCTIONS,Henri Texier Hope quartet tournée Asie 2016,8 000.00
ADAMI,2016,diffusion du spectacle vivant,INCLINAISONS,Belle Epoque,7 000.00
ADAMI,2016,diffusion du spectacle vivant,cie SOUND TRACK,Eau forte et vidéo Olitherpe,6 000.00
ADAMI,2016,diffusion du spectacle vivant,COMPAGNIE AGATHE ALEXIS,Déjeuner chez Wittgenstein,10 000.00
ADAMI,2016,diffusion du spectacle vivant,QUAND ON EST TROIS,OH-LA-LA OUI OUI,9 000.00
ADAMI,2016,diffusion du spectacle vivant,WART ASSOCIATION,NAIVE NEW BEATERS,10 000.00
ADAMI,2016,diffusion du spectacle vivant,MELODYN PRODUCTIONS,NOISERV,6 000.00
ADAMI,2016,diffusion du spectacle vivant,L'EXPRESSIVE,jazz before jazz,6 000.00
ADAMI,2016,diffusion du spectacle vivant,TAKTIC MUSIC,Homaj A La Chanson Française version 2017,7 600.00
ADAMI,2016,diffusion du spectacle vivant,JUNZI ARTS,BROKEN BACK,10 000.00
ADAMI,2016,diffusion du spectacle vivant,ECHO PRODUCTIONS SARL,Mountain Men - Black Market Flowers,10 000.00
ADAMI,2016,diffusion du spectacle vivant,PLEXUS POLAIRE,CENDRES,10 000.00
ADAMI,2016,diffusion du spectacle vivant,JUNZI ARTS,Puggy,10 000.00
ADAMI,2016,diffusion du spectacle vivant,LES EDITIONS DE ROY,Last Train,10 000.00
ADAMI,2016,diffusion du spectacle vivant,THEATRE AVERSE,L'ESPRIT MATIERE,8 000.00
ADAMI,2016,diffusion du spectacle vivant,COLLECTIF OR NORMES,La Maladie de la mort,7 300.00
ADAMI,2016,diffusion du spectacle vivant,ALEA,Pierre de Bethmann trio,6 500.00
ADAMI,2016,diffusion du spectacle vivant,JEUX DE VILAINS,Le Mahâbhârata,8 000.00
ADAMI,2016,éducation artistique et culturelle,L'OCÉAN NOMADE,Allez jouer dehors !,9 000.00
ADAMI,2016,éducation artistique et culturelle,HARMONIA MUNDI,Mory Kante - Cocorico; balade d'un griot,10 000.00
ADAMI,2016,éducation artistique et culturelle,PRESQUE OUI,ICIBALAO,6 000.00
ADAMI,2016,éducation artistique et culturelle,BOULE A ZERO PRODUCTIONS,N'importe Nawak !,6 000.00
ADAMI,2016,éducation artistique et culturelle,TINTINNABULE,Festival Tintinnabule 'Chansons pour l'Enfance',9 000.00
ADAMI,2016,éducation artistique et culturelle,CANTICA SACRA ROCAMADOUR,Festival de Rocamadour,10 000.00
ADAMI,2016,éducation artistique et culturelle,FESTIVAL IDÉKLIC - ASSOCIATION 'FESTIVAL POUR L'ENFANT','Festival pour l'enfant' Idéklic,6 000.00
ADAMI,2016,éducation artistique et culturelle,ARTSATTACK !,NORDIK IMPAKT,10 000.00
ADAMI,2016,éducation artistique et culturelle,FESTIVAL DES MUSIQUES SACRÉES DU MONDE,Festival des Musiques Sacrées du Monde,10 000.00
ADAMI,2016,éducation artistique et culturelle,TINTINNABULE,Festival Tintinnabule 'Chansons pour l'Enfance',9 000.00
ADAMI,2016,éducation artistique et culturelle,LE GYMNASE I CDC,LES PETITS PAS,10 000.00
ADAMI,2016,éducation artistique et culturelle,MA GRAND-MÈRE PRODUCTIONS,Blizzard Bazar,10 000.00
ADAMI,2016,éducation artistique et culturelle,DESSOUS DE SCENE PRODUCTIONS SARL,Zut,10 000.00
ADAMI,2016,éducation artistique et culturelle,L'ARMADA PRODUCTIONS,Boombap,7 000.00
ADAMI,2016,éducation artistique et culturelle,L'ARMADA PRODUCTIONS,Je me réveille,7 000.00
ADAMI,2016,éducation artistique et culturelle,LE MUR DU SONGE,FARCES & ATTRAPES,10 000.00
ADAMI,2016,éducation artistique et culturelle,L'ARMADA PRODUCTIONS,Pick'O'Rama,7 000.00
ADAMI,2016,éducation artistique et culturelle,MÉLI MÉLODIE,Sales Gosses,7 000.00
ADAMI,2016,éducation artistique et culturelle,ARENE THEATRE ASSOCIATION,LA GESTE DES ENDORMIS,9 000.00
ADAMI,2016,éducation artistique et culturelle,LA COMPAGIE DE LOUISE,'Le Garçon à la valise',10 000.00
ADAMI,2016,éducation artistique et culturelle,LA CUILLERE,Air de Je,10 000.00
ADAMI,2016,éducation artistique et culturelle,ECLATS,TOURS,7 000.00
ADAMI,2016,éducation artistique et culturelle,KI PRODUCTIONS,R+O,10 000.00
ADAMI,2016,éducation artistique et culturelle,CIE DK59,KUBE,8 000.00
ADAMI,2016,éducation artistique et culturelle,ARSENAL PRODUCTIONS SARL,BIENVENUE,8 000.00
ADAMI,2016,éducation artistique et culturelle,VOCAL 26,DUR COMME FAIRE,6 000.00
ADAMI,2016,éducation artistique et culturelle,LES QUATRE CHEMINS BOHEME ASSOCIATION,La tête dans les étoiles,7 000.00
ADAMI,2016,éducation artistique et culturelle,VICTORIE MUSIC,Alain Schneider - MINUTE PAPILLON,6 000.00
ADAMI,2016,éducation artistique et culturelle,GOMMETTE PRODUCTION,Marcel; le Père Noël,8 000.00
ADAMI,2016,éducation artistique et culturelle,LA GENERALE ELECTRIQUE,DROLES D'OISEAUX,6 000.00
ADAMI,2016,éducation artistique et culturelle,LOST IN TRADITIONS,Barbe Bleue,10 000.00
ADAMI,2016,éducation artistique et culturelle,RYOANJI,Animalitas,7 700.00
ADAMI,2016,éducation artistique et culturelle,PLUME D'ELEPHANT,LA NUIT ÉLECTRIQUE,10 000.00
ADAMI,2016,éducation artistique et culturelle,THÉÂTRE DÉSACCORDÉ,OMBUL,8 000.00
ADAMI,2016,formation des artistes,THEATRE DU MOUVEMENT,Le corps en scène 2016,9 000.00
ADAMI,2016,formation des artistes,SWING ROMANE ACADEMIE,Vision Pro Guitare et Préparation au MIMA,8 000.00
ADAMI,2016,formation des artistes,LA RÉPLIQUE,Ecouter la parole de l'ortie: représenter la figure du disqualifié,6 700.00
ADAMI,2016,formation des artistes,LA RÉPLIQUE,Chanter le parler ( et inversement),6 000.00
ADAMI,2016,formation des artistes,MAISON DU FILM COURT,JEU D'ACTEURS & CAMERA,9 000.00
ADAMI,2016,formation des artistes,MAISON DU FILM COURT,JEU D'ACTEURS & CAMERA - NIVEAU 2,9 000.00
ADAMI,2016,formation des artistes,ATELIER DE PARIS-CAROLYN CARLSON,SUMMER LAB 2016,5 500.00
ADAMI,2016,formation des artistes,SUDS A ARLES,Master classes de musique et danse du monde,7 000.00
ADAMI,2016,formation des artistes,FAMDT (FÉDÉRATION DES ASSOCIATIONS DE MUSIQUES ET DANSES TRADITIONNELLES),Complément bourses 2015-2016,8 220.00
ADAMI,2016,formation des artistes,LA RÉPLIQUE,Trouver la substance de la langue et les paysages dans lesquels celle-ci peut se révéler,9 200.00
ADAMI,2016,formation des artistes,USIN'ART,Création artistique pour le chorégraphe-interprète,9 000.00
ADAMI,2016,formation des artistes,ATELIER DE PARIS-CAROLYN CARLSON,Parcours de formation 'Improvisation',8 000.00
SPPF,2016,diffusion du spectacle vivant,62TV RECORDS SPRL,SALLE  HIPPOCAMPE FOU CELESTE,6 160.00
SPPF,2016,diffusion du spectacle vivant,ANOUCHE PRODUCTIONS,SALLE  GRAND CORPS MALADE IL NOUS RESTERA CA,6 636.00
SPPF,2016,création,ARCAPROD,VM  COLLECTIF METISSE CA NOUS REND FOUS,8 000.00
SPPF,2016,création,ASSOCIATION FORCES MAJEURES,CD LES FORCES MAJEURS ET KARINE DESHAYES RAPHAEL MERLIN UNE VIE DE ROSSINI,8 000.00
SPPF,2016,création,AT(H)OME,CD AQME ALBUM N8 (TBC),8 000.00
SPPF,2016,création,AT(H)OME,PM ARMAN MELIES VERTIGONE,8 000.00
SPPF,2016,création,AT(H)OME,PM CLARIKA DE QUOI FAIRE BATTRE MON COEUR,10 000.00
SPPF,2016,diffusion du spectacle vivant,AT(H)OME,SALLE  LA MAISON TELLIER AVALANCHES,6 160.00
SPPF,2016,création,AT(H)OME,CD LES TIT NASSELS EN PLEIN COEUR,8 000.00
SPPF,2016,création,AT(H)OME,PM MAZARIN LA CROISEE DES CHEMINS,7 000.00
SPPF,2016,création,AT(H)OME,CD ROBERDAM TBC,8 000.00
SPPF,2016,diffusion du spectacle vivant,BACO RECORDS,SALLE  DANAKIL ECHO SYSTEME,6 636.00
SPPF,2016,création,BACO RECORDS,CD DANAKIL LA RUE RAISONNE,6 000.00
SPPF,2016,création,BACO RECORDS,VM  DANAKIL MEDIATOX,7 000.00
SPPF,2016,diffusion du spectacle vivant,BACO RECORDS,SALLE  VOLODIA UN PIED SUR TERRE,6 636.00
SPPF,2016,création,BECAUSE MUSIC,CD APES & HORSES ECHO,6 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  CALYPSO ROSE CALYPSO QUEEN,10 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  CERRONE MOVE ME,8 000.00
SPPF,2016,création,BECAUSE MUSIC,CD DELVIS DELVIS EP TBC,7 000.00
SPPF,2016,création,BECAUSE MUSIC,CD KENY ARKANA ETAT D URGENCE,10 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  KLYNE DON T STOP,7 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  LIDO CRAZY,8 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  MINUIT SUR LES BERGES,8 000.00
SPPF,2016,création,BECAUSE MUSIC,PM MOLECULE 60- 43 - NORD,6 000.00
SPPF,2016,diffusion du spectacle vivant,BECAUSE MUSIC,TS  THE LIMINANAS MALAMORE TOUR,10 000.00
SPPF,2016,création,BECAUSE MUSIC,VM  THE LIMINANAS EL BEACH,6 000.00
SPPF,2016,diffusion du spectacle vivant,BECAUSE MUSIC,SALLE  THE LIMINANAS MALAMORE,6 160.00
SPPF,2016,création,BELIEVE,CD AARON PILSAN SCHUMANN_WILDMANN,7 000.00
SPPF,2016,création,BELIEVE,VM  AMINE RENDEZ VOUS,8 000.00
SPPF,2016,création,BELIEVE,CD ANNE GASTINEL BEETHOVEN; TRIPLE CONCERTO,10 000.00
SPPF,2016,création,BELIEVE,VM  CAMP CLAUDE HERO,8 000.00
SPPF,2016,création,BELIEVE,VM  JOHN MAMANN J SUIS COMME TOI - YA RAYAH,10 000.00
SPPF,2016,création,BELIEVE,VM  JUNE THE GIRL I SAY LOVE,10 000.00
SPPF,2016,création,BELIEVE,CD LISE DE LA SALLE AUTOUR DE BACH,10 000.00
SPPF,2016,création,BELIEVE,CD MARIANA FLORES LUTE SONGS,8 000.00
SPPF,2016,création,BELIEVE,VM  SETH GUEKO MAITRE DE CEREMONIE,10 000.00
SPPF,2016,création,BELIEVE,VM  SETH GUEKO COMME DES SAUVAGES,8 000.00
SPPF,2016,création,BOULOU RECORDS,VM  BRIGITTE L ECHAPPEE BELLE,6 000.00
SPPF,2016,création,CHINESE MAN RECORDS,VM  CHINESE MAN LIAR,10 000.00
SPPF,2016,création,CHINESE MAN RECORDS,PM CHINESE MAN ET TUMI THE JOURNEY,8 000.00
SPPF,2016,création,CHINESE MAN RECORDS,CD TAIWAN MC COOL DEADLY,6 000.00
SPPF,2016,création,CHOKE INDUSTRY,CD BURNING PEACOCKS LP1,7 000.00
SPPF,2016,création,CHOKE INDUSTRY,VM  BURNING PEACOCKS TEARS OF LAVA,9 000.00
SPPF,2016,création,CHOKE INDUSTRY,VM  TESS ENDLESSLY,7 000.00
SPPF,2016,création,COMPAGNIE ELECTRIC EPIC,CD GUILLAUME PERRET ATLANTIDE (TBC),8 000.00
SPPF,2016,création,CRAMMED DISCS,CD KONONO N 1 KONONO N 1 MEETS BATIDA,8 000.00
SPPF,2016,création,D OR ET DE PLATINE,VM  JUL MAMA,7 000.00
SPPF,2016,création,DERNIERE BANDE MUSIC,CD RODOLPHE BURGER GOOD,6 000.00
SPPF,2016,création,DISCOGRAPH,CD AMANDINE BEYER GLI INCOGNITI - CARMIGNOLA G  ANTONIO VIVALDI - CONCERTI PER DUE VIOLINI E SINFONIE,10 000.00
SPPF,2016,création,DISCOGRAPH,CD CAROLYN SAMPSON CANTATES POUR SOPRANO BWV 199;202;152,8 000.00
SPPF,2016,création,DISCOGRAPH,CD ENSEMBLE MAURICE STEGER SOUVENIRS (D ITALIE),10 000.00
SPPF,2016,création,DISCOGRAPH,CD KARTHAUSER SOPHIE - ASTI EUGENE HUGO WOLF - KENNST DU DAS LAND,7 000.00
SPPF,2016,création,DISCOGRAPH,CD KRISSMEN S HABITUER A L OBSCURITE,10 000.00
SPPF,2016,création,DISCOGRAPH,PM KRISSMEN S HABITUER A L OBSCURITE,6 000.00
SPPF,2016,création,DISCOGRAPH,PM MELINGO ANDA,7 000.00
SPPF,2016,création,DISCOGRAPH,CD SWEDISH RADIO SYM OR BERLIOZ - SYMPHONIE FANTASTIQUE OP 14,10 000.00
SPPF,2016,création,DISCOGRAPH,CD TRIO WANDERER DVORAK; TRIOS AVEC PIANO OP 65 & 90,10 000.00
SPPF,2016,création,EDITIONS BUCEPHALE,CD THOMAS FERSEN UN COUP DE QUEUE DE VACHE,8 000.00
SPPF,2016,diffusion du spectacle vivant,EDITIONS SARAVAH,SALLE  COMPILATION SARAVAH 50 ANS SARAVAH,6 636.00
SPPF,2016,création,FRENESIK PRODUCTION,VM  RIM K ENFANT SOLDAT,6 000.00
SPPF,2016,création,FRENESIK PRODUCTION,VM  RIM K TRAFICANTE,6 000.00
SPPF,2016,création,GREEN UNITED MUSIC,VM  ROCKY BIG SOUTH,6 000.00
SPPF,2016,création,GREEN UNITED MUSIC,CD SAGE SAGE,10 000.00
SPPF,2016,création,GREEN UNITED MUSIC,VM  SAGE AUGUST IN PARIS,10 000.00
SPPF,2016,création,HAPPY MUSIC,VM  LIION CAN YOU FEEL THE SOUND,6 000.00
SPPF,2016,création,HARMONIA MUNDI MUSIQUE,CD ANDREAS STAIER SCHUBERT; OEUVRES DE PIANOS À QUATRE MAINS,6 000.00
